🇭🇰港澳台(主线),#genre#
美国Bloomberg,https://d3h4bmiab2fzqu.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/Bloomberg-kr-prod/index.m3u8
俄罗斯RT,https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8
俄罗斯金砖TV,https://chibrics.mediacdn.ru/cdn/brics/chinese/tracks-v1a1/mono.m3u8
法国France 24,https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
韩国阿里郎,https://amdlive-ch02-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国阿里郎电台,https://amdlive-ch02-ctnd-com.akamaized.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
日本NHK国际,https://media-osa.hls.nhkworld.jp/hls/w/live/master.m3u8
卡塔尔Al Jazeera 英文,https://live-hls-apps-aje-v3-fa.getaj.net/AJE/index.m3u8
卡特尔Al Jazeera 阿语,http://live-hls-web-aja.getaj.net/AJA/index.m3u8
俄罗斯BRIDGE DELUXE,http://194.143.150.123:8080/udp/239.195.5.213:1234
俄罗斯ЖAPA,http://194.143.150.123:8080/udp/239.195.5.11:1234
MTV LIVE,http://de2.mirror-tv.net:80/mtv-live-hd/tracks-v1a1/mono.m3u8?token=cy5g5hwf_1cwe
美国MTV LIVE,http://23.237.104.106:8080/USA_MTV_LIVE/tracks-v1a1/mono.m3u8
韩国K-POP by CJ ENM,https://dah0tmei2n9kh.cloudfront.net/f4acc9ba_daae_4ed0_b836_32126cead919/hls/chunklist.m3u8
韩国NEW KPOP,https://jmp2.uk/stvp-GB17000088V
荷兰Sol Música,https://d2glyu450vvghm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-21u4g5cjglv02/sm.m3u8
英国Trace Urban,https://amg01131-tracetv-traceurbanuk-samsunguk-6r213.amagi.tv/ts-eu-w1-n2/playlist/amg01131-tracetv-traceurbanuk-samsunguk/playlist.m3u8
HBO,http://23.237.104.106:8080/USA_HBO/tracks-v1a1/mono.m3u8
HBO精选,http://23.237.104.106:8080/USA_HBO2/tracks-v1a1/mono.m3u8
Cinemax,http://23.237.104.106:8080/USA_CINEMAX/tracks-v1a1/mono.m3u8
Cinemax精选,http://23.237.104.106:8080/USA_MOREMAX/mono.m3u8
Cinemax经典,http://23.237.104.106:8080/USA_5STARMAX/tracks-v1a1/mono.m3u8
猫和老鼠轮播,https://live20.bozztv.com/giatvplayout7/giatv-208314/tracks-v1a1/mono.ts.m3u8
尼克少儿,http://23.237.104.106:8080/USA_NICKELODEON/tracks-v1a1/mono.m3u8
尼克少儿 俄罗斯,http://de2.mirror-tv.net:80/nickelodeon-hd/tracks-v1a1a2a3/mono.m3u8?token=cy5g5hwf_1vda
CN卡通,http://23.237.104.106:8080/USA_CARTOON_NETWORK/tracks-v1a1/mono.m3u8
BOOMERANG,http://23.237.104.106:8080/USA_BOOMERANG/tracks-v1a1/mono.m3u8
COMEDY CENTRAL,http://23.237.104.106:8080/USA_COMEDY_CENTRAL/tracks-v1a1/mono.m3u8
Discovery,http://23.237.104.106:8080/USA_DISCOVERY/tracks-v1a1/mono.m3u8
Animal lPlanet,http://23.237.104.106:8080/USA_ANIMAL_PLANET/tracks-v1a1/mono.m3u8
BBC Earth,https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist.m3u8
Love Nature,https://d2wh06mmk97552.cloudfront.net/playlist/bamusaAAA-bamus-lovenature-lg/playlist.m3u8
Love Nature 4K,https://pb-ehs1glsha1juy.akamaized.net/Love_Nature_4K.m3u8
法国FTV,https://ftv1.b-cdn.net/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/manifest.m3u8
流言终结者,https://d1cgf0ptrv4t22.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-xvoparaodgcw9/Mythbusters_GB.m3u8
德国SR Fernsehen,https://srfs.akamaized.net/hls/live/689649/srfsgeo/index.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
TVB Plus,http://67.220.67.246:2347/livehttpplay?channel_id=30023
美亚电影,http://67.220.67.246:2347/livehttpplay?channel_id=20197
ASTRO AEC,http://67.220.67.246:2347/livehttpplay?channel_id=20703
ASTRO AOD,http://67.220.67.246:2347/livehttpplay?channel_id=20707
ASTRO QJ,http://67.220.67.246:2347/livehttpplay?channel_id=20704
ASTRO欢喜台,http://67.220.67.246:2347/livehttpplay?channel_id=20705
纬来电影,http://67.220.67.246:2347/livehttpplay?channel_id=20199
纬来综合,http://67.220.67.246:2347/livehttpplay?channel_id=20201
NOW财经台,http://67.220.67.246:2347/livehttpplay?channel_id=13000
Now爆谷台,http://67.220.67.246:2347/livehttpplay?channel_id=13002
VIUTV 6,http://67.220.67.246:2347/livehttpplay?channel_id=30033
Dali_TV(大立),http://www.dalitv.com.tw:4568/live/dali/index.m3u8
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=60
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
华丽翡翠,http://o11.163189.xyz/stream/live/hlt/
华丽,http://o11.163189.xyz/stream/live/jade/

咪咕,#genre#
CCTV01,http://j.s.bkpcp.top/jj/cctv1
CCTV01,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV02,http://j.s.bkpcp.top/jj/cctv2
CCTV02,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV03,http://j.s.bkpcp.top/jj/cctv3
CCTV03,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV04,http://j.s.bkpcp.top/jj/cctv4
CCTV04,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV05,http://j.s.bkpcp.top/jj/cctv5
CCTV05,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV06,http://j.s.bkpcp.top/jj/cctv6
CCTV06,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV07,http://j.s.bkpcp.top/jj/cctv7
CCTV07,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV08,http://j.s.bkpcp.top/jj/cctv8
CCTV08,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV09,http://j.s.bkpcp.top/jj/cctv9
CCTV09,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV10,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV11,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV12,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV13,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV14,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV15,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17
CCTV5,http://j.s.bkpcp.top/jj/cctv5p
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5p
CGTN-法咪咕,http://j.s.bkpcp.top/jj/cgtnf
CGTN-西咪咕,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿咪咕,http://j.s.bkpcp.top/jj/cgtna
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn.m3u8
CGTN记录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8

测试v,#genre#
山东卫视,http://115.29.208.41:34567/sd.php?id=sdws
山东齐鲁,http://115.29.208.41:34567/sd.php?id=qlpd
山东新闻,http://115.29.208.41:34567/sd.php?id=xwpd
山东体育休闲,http://115.29.208.41:34567/sd.php?id=tyxx
山东生活,http://115.29.208.41:34567/sd.php?id=shpd
山东农科,http://115.29.208.41:34567/sd.php?id=nkpd
山东文旅,http://115.29.208.41:34567/sd.php?id=wlpd
山东少儿,http://115.29.208.41:34567/sd.php?id=sepd
山东教育卫视,http://115.29.208.41:34567/sd.php?id=sdjy
山东居家购物,http://115.29.208.41:34567/sd.php?id=sdjjgw
济南新闻综合频道,http://115.29.208.41:34567/sd.php?id=1676
济南都市频道,http://115.29.208.41:34567/sd.php?id=1807
济南文旅体育频道,http://115.29.208.41:34567/sd.php?id=1842
济南少儿频道,http://115.29.208.41:34567/sd.php?id=2234
长清新闻,http://115.29.208.41:34567/sd.php?id=jncqxw
济铁电视台,http://115.29.208.41:34567/sd.php?id=jnjrtv
济阳综合,http://115.29.208.41:34567/sd.php?id=jnjyzh
济阳影视,http://115.29.208.41:34567/sd.php?id=jnjyys
历城新闻综合,http://115.29.208.41:34567/sd.php?id=jnlcxw
平阴综合,http://115.29.208.41:34567/sd.php?id=jnpyzh
平阴乡村振兴,http://115.29.208.41:34567/sd.php?id=jnpyxc
商河综合,http://115.29.208.41:34567/sd.php?id=jnshzh
商河影视,http://115.29.208.41:34567/sd.php?id=jnshys
章丘综合,http://115.29.208.41:34567/sd.php?id=jnzqzh
章丘公共,http://115.29.208.41:34567/sd.php?id=jnzqgg
东营新闻综合,http://115.29.208.41:34567/sd.php?id=dyxwzh
东营公共,http://115.29.208.41:34567/sd.php?id=dygg
东营公共2,http://115.29.208.41:34567/sd.php?id=dygg2
东营区科教影视,http://115.29.208.41:34567/sd.php?id=dydyqkj
广饶综合,http://115.29.208.41:34567/sd.php?id=dygrzh
广饶科教文艺,http://115.29.208.41:34567/sd.php?id=dygrkj
垦利新闻综合,http://115.29.208.41:34567/sd.php?id=dyklxw
利津综合,http://115.29.208.41:34567/sd.php?id=dyljzh
城阳综合,http://115.29.208.41:34567/sd.php?id=qdcyzh
黄岛综合,http://115.29.208.41:34567/sd.php?id=qdhdzh
即墨综合,http://115.29.208.41:34567/sd.php?id=qdjmzh
即墨生活服务,http://115.29.208.41:34567/sd.php?id=qdjmsh
胶州综合,http://115.29.208.41:34567/sd.php?id=qdjzzh
胶州生活,http://115.29.208.41:34567/sd.php?id=qdjzsh
李沧TV,http://115.29.208.41:34567/sd.php?id=qdlc
崂山TV,http://115.29.208.41:34567/sd.php?id=qdls
莱西综合,http://115.29.208.41:34567/sd.php?id=qdlxzh
莱西生活,http://115.29.208.41:34567/sd.php?id=qdlxsh
平度新闻综合,http://115.29.208.41:34567/sd.php?id=qdpdxw
平度生活服务,http://115.29.208.41:34567/sd.php?id=qdpdsh
青岛电视台1套,http://115.29.208.41:34567/sd.php?id=qd1
青岛电视台3套,http://115.29.208.41:34567/sd.php?id=qd3
青岛电视台4套,http://115.29.208.41:34567/sd.php?id=qd4
青岛电视台5套,http://115.29.208.41:34567/sd.php?id=qd5
潍坊经济生活,http://115.29.208.41:34567/sd.php?id=wfsh
潍坊公共频道,http://115.29.208.41:34567/sd.php?id=wfyswy
潍坊科教文化,http://115.29.208.41:34567/sd.php?id=wfkjwl
潍坊高新区,http://115.29.208.41:34567/sd.php?id=wfgxq
安丘综合,http://115.29.208.41:34567/sd.php?id=wfaqzh
安丘民生,http://115.29.208.41:34567/sd.php?id=wfaqms
滨海新闻综合,http://115.29.208.41:34567/sd.php?id=wfbhxw
昌邑综合,http://115.29.208.41:34567/sd.php?id=wfcyzh
昌邑经济生活,http://115.29.208.41:34567/sd.php?id=wfcyjj
坊子新闻综合,http://115.29.208.41:34567/sd.php?id=wffzxw
高密综合,http://115.29.208.41:34567/sd.php?id=wfgmzh
高密党建农科,http://115.29.208.41:34567/sd.php?id=wfgmdj
奎文电视台,http://115.29.208.41:34567/sd.php?id=wfkwtv
临朐新闻综合,http://115.29.208.41:34567/sd.php?id=wflqxw
青州综合,http://115.29.208.41:34567/sd.php?id=wfqzzh
青州文化旅游,http://115.29.208.41:34567/sd.php?id=wfqzwh
潍城TV,http://115.29.208.41:34567/sd.php?id=wfwc
诸城新闻综合,http://115.29.208.41:34567/sd.php?id=wfzcxw
诸城生活娱乐,http://115.29.208.41:34567/sd.php?id=wfzcsh
长岛TV,http://115.29.208.41:34567/sd.php?id=ytcd
福山综合,http://115.29.208.41:34567/sd.php?id=ytfszh
福山生活,http://115.29.208.41:34567/sd.php?id=ytfssh
海阳综合,http://115.29.208.41:34567/sd.php?id=ythyzh
龙口综合,http://115.29.208.41:34567/sd.php?id=ytlkzh
龙口生活,http://115.29.208.41:34567/sd.php?id=ytlksh
莱山综合,http://115.29.208.41:34567/sd.php?id=ytlszh
莱山影视,http://115.29.208.41:34567/sd.php?id=ytlsys
莱阳综合,http://115.29.208.41:34567/sd.php?id=ytlyzh
莱州综合,http://115.29.208.41:34567/sd.php?id=ytlzzh
牟平综合,http://115.29.208.41:34567/sd.php?id=ytmpzh
蓬莱综合,http://115.29.208.41:34567/sd.php?id=ytplzh
蓬莱综艺,http://115.29.208.41:34567/sd.php?id=ytplzy
栖霞综合,http://115.29.208.41:34567/sd.php?id=ytqxzh
栖霞苹果,http://115.29.208.41:34567/sd.php?id=ytqxpg
招远综合,http://115.29.208.41:34567/sd.php?id=ytzyzh
招远综艺,http://115.29.208.41:34567/sd.php?id=ytzyzy
烟台新闻综合,http://115.29.208.41:34567/sd.php?id=ytxwzh
烟台公共频道,http://115.29.208.41:34567/sd.php?id=ytggpd
博山新闻,http://115.29.208.41:34567/sd.php?id=zbbsxw
博山图文,http://115.29.208.41:34567/sd.php?id=zbbstw
高青综合,http://115.29.208.41:34567/sd.php?id=zbgqzh
高青影视,http://115.29.208.41:34567/sd.php?id=zbgqys
桓台影视,http://115.29.208.41:34567/sd.php?id=zbht2
临淄新闻综合,http://115.29.208.41:34567/sd.php?id=zblzxw
临淄生活服务,http://115.29.208.41:34567/sd.php?id=zblzsh
沂源综合,http://115.29.208.41:34567/sd.php?id=zbyyzh
沂源生活,http://115.29.208.41:34567/sd.php?id=zbyysh
淄川新闻,http://115.29.208.41:34567/sd.php?id=zbzcxw
淄川生活,http://115.29.208.41:34567/sd.php?id=zbzcsh
张店综合,http://115.29.208.41:34567/sd.php?id=zbzd1
周村新闻,http://115.29.208.41:34567/sd.php?id=zbzctv1
周村生活,http://115.29.208.41:34567/sd.php?id=zbzctv2
山亭综合,http://115.29.208.41:34567/sd.php?id=zzstzh
枣庄市中综合,http://115.29.208.41:34567/sd.php?id=zzszzh
滕州综合,http://115.29.208.41:34567/sd.php?id=zztzzh
薛城新闻综合,http://115.29.208.41:34567/sd.php?id=zzxcxw
峄城综合,http://115.29.208.41:34567/sd.php?id=zzyczh
滨城TV,http://115.29.208.41:34567/sd.php?id=bzbctv
博兴综合,http://115.29.208.41:34567/sd.php?id=bzbxzh
博兴生活,http://115.29.208.41:34567/sd.php?id=bzbxsh
惠民综合,http://115.29.208.41:34567/sd.php?id=bzhmzh
无棣综合,http://115.29.208.41:34567/sd.php?id=bzwdzh
阳信新闻综合,http://115.29.208.41:34567/sd.php?id=bzyxxw
沾化综合,http://115.29.208.41:34567/sd.php?id=bzzhzh
沾化综艺,http://115.29.208.41:34567/sd.php?id=bzzhzy
邹平民生,http://115.29.208.41:34567/sd.php?id=bzzpms
滨州新闻综合,http://115.29.208.41:34567/sd.php?id=bzxwzh
滨州民生频道,http://115.29.208.41:34567/sd.php?id=bzmspd
德州新闻综合,http://115.29.208.41:34567/sd.php?id=dzxwzh
德州经济生活,http://115.29.208.41:34567/sd.php?id=dzjjsh
德州图文,http://115.29.208.41:34567/sd.php?id=dztw
陵城综合,http://115.29.208.41:34567/sd.php?id=dzlczh
乐陵新闻综合,http://115.29.208.41:34567/sd.php?id=dzllxw
乐陵城市生活,http://115.29.208.41:34567/sd.php?id=dzllcs
临邑1,http://115.29.208.41:34567/sd.php?id=dzly1
临邑2,http://115.29.208.41:34567/sd.php?id=dzly2
宁津综合,http://115.29.208.41:34567/sd.php?id=dznjzh
平原综合,http://115.29.208.41:34567/sd.php?id=dzpyzh
齐河综合,http://115.29.208.41:34567/sd.php?id=dzqhzh
庆云综合,http://115.29.208.41:34567/sd.php?id=dzqyzh
庆云生活,http://115.29.208.41:34567/sd.php?id=dzqysh
武城综合,http://115.29.208.41:34567/sd.php?id=dzwczh
武城综艺影视,http://115.29.208.41:34567/sd.php?id=dzwczy
夏津综合,http://115.29.208.41:34567/sd.php?id=dzxjzh
夏津公共,http://115.29.208.41:34567/sd.php?id=dzxjgg
禹城综合,http://115.29.208.41:34567/sd.php?id=dzyczh
禹城综艺,http://115.29.208.41:34567/sd.php?id=dzyczy
成武综合,http://115.29.208.41:34567/sd.php?id=hzcwzh
东明新闻综合,http://115.29.208.41:34567/sd.php?id=hzdmxw
定陶新闻,http://115.29.208.41:34567/sd.php?id=hzdt1
牡丹区新闻综合,http://115.29.208.41:34567/sd.php?id=hzmdxw
牡丹区综艺,http://115.29.208.41:34567/sd.php?id=hzmdzy
郓城新闻,http://115.29.208.41:34567/sd.php?id=hzycxw
郓城综艺,http://115.29.208.41:34567/sd.php?id=hzyczy
菏泽1套新闻频道,http://115.29.208.41:34567/sd.php?id=hz1xw
菏泽2套经济频道,http://115.29.208.41:34567/sd.php?id=hz2jj
嘉祥综合,http://115.29.208.41:34567/sd.php?id=jijiazh
嘉祥生活,http://115.29.208.41:34567/sd.php?id=jijiash
金乡综合,http://115.29.208.41:34567/sd.php?id=jijxzh
金乡生活,http://115.29.208.41:34567/sd.php?id=jijxsh
梁山综合,http://115.29.208.41:34567/sd.php?id=jilszh
曲阜新闻综合,http://115.29.208.41:34567/sd.php?id=jiqfxw
任城新闻综合,http://115.29.208.41:34567/sd.php?id=jircxw
任城影视娱乐,http://115.29.208.41:34567/sd.php?id=jircys
泗水新闻综合,http://115.29.208.41:34567/sd.php?id=jissxw
泗水文化生活,http://115.29.208.41:34567/sd.php?id=jisswh
微山综合,http://115.29.208.41:34567/sd.php?id=jiws1
微山2套,http://115.29.208.41:34567/sd.php?id=jiws2
汶上综合,http://115.29.208.41:34567/sd.php?id=jiwszh
鱼台新闻,http://115.29.208.41:34567/sd.php?id=jiytxw
鱼台生活,http://115.29.208.41:34567/sd.php?id=jiytsh
兖州新闻,http://115.29.208.41:34567/sd.php?id=jiyzxw
兖州生活,http://115.29.208.41:34567/sd.php?id=jiyzsh
邹城综合,http://115.29.208.41:34567/sd.php?id=jizczh
邹城文化生活,http://115.29.208.41:34567/sd.php?id=jizcwh
茌平生活,http://115.29.208.41:34567/sd.php?id=lccpsh
东昌综合,http://115.29.208.41:34567/sd.php?id=lcdczh
东阿综合,http://115.29.208.41:34567/sd.php?id=lcdezh
高唐综合,http://115.29.208.41:34567/sd.php?id=lcgtzh
高唐综艺,http://115.29.208.41:34567/sd.php?id=lcgtzy
冠县综合,http://115.29.208.41:34567/sd.php?id=lcgxzh
临清综合,http://115.29.208.41:34567/sd.php?id=lclqzh
临清经济信息,http://115.29.208.41:34567/sd.php?id=lclqjj
莘县综合,http://115.29.208.41:34567/sd.php?id=lcsxzh
莘县生活,http://115.29.208.41:34567/sd.php?id=lcsxsh
阳谷综合,http://115.29.208.41:34567/sd.php?id=lcygzh
阳谷影视,http://115.29.208.41:34567/sd.php?id=lcygys
聊城综合频道,http://115.29.208.41:34567/sd.php?id=lczhpd
聊城民生频道,http://115.29.208.41:34567/sd.php?id=lcmspd
费县综合,http://115.29.208.41:34567/sd.php?id=lyfxzh
费县生活,http://115.29.208.41:34567/sd.php?id=lyfxsh
河东影视,http://115.29.208.41:34567/sd.php?id=lyhdys
河东综合,http://115.29.208.41:34567/sd.php?id=lyhdzh
莒南综合,http://115.29.208.41:34567/sd.php?id=lyjnzh
兰陵综合,http://115.29.208.41:34567/sd.php?id=lyllzh
兰陵公共,http://115.29.208.41:34567/sd.php?id=lyllgg
兰山综合,http://115.29.208.41:34567/sd.php?id=lylszh
临沭综合,http://115.29.208.41:34567/sd.php?id=lyls1
临沭生活,http://115.29.208.41:34567/sd.php?id=lyls2
罗庄综合,http://115.29.208.41:34567/sd.php?id=lylzzh
蒙阴综合,http://115.29.208.41:34567/sd.php?id=lymy1
平邑综合,http://115.29.208.41:34567/sd.php?id=lypyzh
平邑生活,http://115.29.208.41:34567/sd.php?id=lypysh
郯城综合,http://115.29.208.41:34567/sd.php?id=lytc1
郯城2套,http://115.29.208.41:34567/sd.php?id=lytc2
沂南综合,http://115.29.208.41:34567/sd.php?id=lyynzh
沂南红色影视,http://115.29.208.41:34567/sd.php?id=lyynys
沂水综合,http://115.29.208.41:34567/sd.php?id=lyys1
沂水生活,http://115.29.208.41:34567/sd.php?id=lyys2
日照新闻综合频道,http://115.29.208.41:34567/sd.php?id=rzdst
日照电视科教频道,http://115.29.208.41:34567/sd.php?id=rz_12
日照电视公共频道,http://115.29.208.41:34567/sd.php?id=rz_13
莒县综合,http://115.29.208.41:34567/sd.php?id=rzjx1
莒县2套,http://115.29.208.41:34567/sd.php?id=rzjx2
岚山TV,http://115.29.208.41:34567/sd.php?id=rzls
五莲综合,http://115.29.208.41:34567/sd.php?id=rzwlzh
五莲文化旅游,http://115.29.208.41:34567/sd.php?id=rzwlwh
东平综合,http://115.29.208.41:34567/sd.php?id=tadpzh
岱岳TV,http://115.29.208.41:34567/sd.php?id=tady
肥城综合,http://115.29.208.41:34567/sd.php?id=tafczh
肥城生活,http://115.29.208.41:34567/sd.php?id=tafcsh
宁阳综合,http://115.29.208.41:34567/sd.php?id=tany1
宁阳2套,http://115.29.208.41:34567/sd.php?id=tany2
泰山TV,http://115.29.208.41:34567/sd.php?id=tats
新泰综合,http://115.29.208.41:34567/sd.php?id=taxtzh
新泰乡村,http://115.29.208.41:34567/sd.php?id=taxtxc
泰安综合频道,http://115.29.208.41:34567/sd.php?id=tazhpd
泰安经济生活,http://115.29.208.41:34567/sd.php?id=tajjsh
威海新闻综合,http://115.29.208.41:34567/sd.php?id=whxwzh
威海都市生活,http://115.29.208.41:34567/sd.php?id=whdssh
威海海洋,http://115.29.208.41:34567/sd.php?id=whhy
荣成综合,http://115.29.208.41:34567/sd.php?id=whrczh
荣成生活,http://115.29.208.41:34567/sd.php?id=whrcsh
乳山综合,http://115.29.208.41:34567/sd.php?id=whrszh
乳山生活,http://115.29.208.41:34567/sd.php?id=whrssh
文登TV1,http://115.29.208.41:34567/sd.php?id=whwd1
文登TV2,http://115.29.208.41:34567/sd.php?id=whwd2

央视,#genre#
CCTV1综合,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV2财经,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV3综艺,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV5体育,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV6电影,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV8电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV10科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16奥利匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV5+体育赛事,http://74.91.26.218:82/live/cctv5p.m3u8

地方台1000,#genre#
南昌航空大学[1280*720],http://iptv.nchu.edu.cn/hls/nchuhd.m3u8
新余新闻综合频道[1920*1080],http://175.178.86.156:8001/hls/w_MGyzT4AuoD4I3TRAoQxjGRQwg74r0M/playlist.m3u8
新余教育频道[1920*1080],http://175.178.86.156:8001/hls/EjS3mAHmjLkHp_QRbjPFmrHrjM3zm2rsa/playlist.m3u8
吉安综合频道[1280*720],https://play.jarmt.cn:443/live/c3756d7171c348539cb9598232390460.m3u8
吉安公共频道[1280*720],https://play.jarmt.cn/live/b7431049d491429db72abcad0422f98c.m3u8
上饶新闻综合频道[1920*1080],http://hls.quklive.com/live/play-sh-21.quklive.com/1758679893354090.m3u8?auth_key=2079617060-d88f59f738b64d69b58ac542b98edc52-0-af8b48e2d891ba488c9878f25460e7e5
上饶经济旅游频道[1920*1080],http://hls.quklive.com/live/play-sh-21.quklive.com/1758679936307088.m3u8?auth_key=2079617536-ebdadda3459e4ffbad4899a77d78551c-0-e123b1d1dd2ccc62a65941dda465eb1f
赣州新闻综合频道[1920*1080],http://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
赣州公共频道[1920*1080],http://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
章贡区综合频道[1920*1080],http://218.95.14.41:8000/hls/stream0.m3u8
宜春综合频道[960*576],https://liveds-yc.newsyc.com/wetef/sd/live.m3u8
宜春公共频道[960*576],https://liveds-yc.newsyc.com/two/sd/live.m3u8
宜春综合广播[1280*720],https://liveds-yc.newsyc.com/fmmf/sd/live.m3u8
宜春交通广播[1280*720],https://liveds-yc.newsyc.com/fmb/sd/live.m3u8
景德镇综合频道[1920*1080],http://play-sh.quklive.com/live/1724916607073321.m3u8
龙南综合频道[1920*1080],https://p2hs.vzan.com/1670294060/707321619705783642/live.m3u8?zbid=1670294060&tpid=401593341
南康综合频道[1920*1080],https://play-a2.quklive.com/live/1758525653004384.m3u8
瑞金综合频道[1920*1080],https://play-a2.quklive.com/live/1760408109205119.m3u8
德兴综合频道[720*576],http://218.64.164.152:5021/live_hls/2/playlist.m3u8
玉山综合频道[1920*1080],https://play-a2.quklive.com/live/1744269699236128.m3u8
丰城综合频道[1920*1080],http://play-sh13.quklive.com/live/1753663315049013.m3u8?auth_key=2079618218-43a81f8882264506923871b82faf8326-0-1b2ac19fffa1a603da6cb6e67161ac25
延边卫视[1280*720],https://srs.iyb983.cn/video/CYS/index.m3u8
延边朝鲜语综合频道[1280*720],https://srs.iyb983.cn/video/ybtv1/index.m3u8
延边汉语综合频道[1280*720],https://srs.iyb983.cn/video/ybtv2/index.m3u8
吉林市新闻综合频道[1920*1080],https://living.muzhifm.com/jilinshi/jilin_zonghe_v.m3u8?auth_key=1837821685-0-0-67b43a2f1e9e2ce78746337eea2b2537
通化市综合频道[1920*1080],https://live-master.jlntv.cn/thhd/sd/live.m3u8
通化市综合频道[1920*1080],http://lsfb.avap.jilintv.cn:80/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8
锦州新闻综合频道[1920*1080],https://srs.beijihainews.com.cn/video/jinzhou1/index.m3u8
锦州教育频道[1920*1080],https://srs.beijihainews.com.cn/video/jinzhou2/index.m3u8
内蒙古蒙语卫视[1920*1080],http://play1-qk.nmtv.cn/live/2315general.m3u8
内蒙古蒙语卫视[1920*1080],http://play1-qk.nmtv.cn/live/2324general.m3u8
内蒙古新闻综合频道[1920*1080],http://play1-qk.nmtv.cn/live/2316general.m3u8
内蒙古新闻综合频道[1920*1080],http://play1-qk.nmtv.cn/live/2325general.m3u8
内蒙古新闻综合频道[1920*1080],http://play1-qk.nmtv.cn/live/2360general.m3u8
内蒙古文体娱乐频道[1920*1080],http://play1-qk.nmtv.cn/live/2319general.m3u8
